main_category,title,description
Grocery,"Ball Park Flame Grilled Barbecue Pork Jerky, 2.85 oz.","[""Tear open a bag of Ball Park Barbecue Pork Jerky and experience the bold flavor packed into each bite. Lean cuts of pork are seasoned with a barbecue-inspired blend of natural smoke flavor, garlic, soy sauce, and a touch of brown sugar for a crave-worthy combination of sweet and smoky. Meat from the grill just tastes better, which is why our jerky is dried to be tough then flame grilled for a uniquely tender texture. With 10 grams of protein per serving, our Barbecue Pork Jerky is a good source of protein and gluten-free. Includes one 2.85 oz. package. Ball Park Brand was born on a warm summer's day at Detroit Tiger's Stadium in 1957. Maybe that's why Ball Park Brand and summer go hand-in-hand. Today we’ve got all your bases covered with delicious choices for both home and on-the-go. Whether it's the roar of the stadium or the smell of the backyard cookout, there's something about Ball Park Brand that just tastes likes summer, no matter what the season. So stock up on your favorite Ball Park products, invite over family and friends, and Bring On Summer with Ball Park Brand.""]"
Grocery,Screaming Yellow Zonkers! Limited Edition,[]
Grocery,"Rice Krispies Treats Big Bar 2.2oz, 12pc (2 Boxes, 24pc)","[""The Kellogg's Original Rice Krispie Treats lets you enjoy the classic, satisfying dessert. They are individually wrapped. Satisfy your sweet tooth with these classic crispy marshmallow squares.""]"
Amazon Home,"Oasis Supply Ballerina Slippers Pearlized Cupcake Rings, (Pack of 12)","['Our cupcake toppers, picks and rings are the perfect compliment to your baked goods. They can be placed on top of cookies, cakes, cupcakes, brownies, ice cream, and more! when you purchase our products you will look like a professional.']"
Grocery,Trader Joe's Masala Simmer Sauce,['Masala simmer sauce makes a great quick chicken (or vegetable) masala easy to make in your own kitchen. No need to travel to your nearest Indian restaurant. Add Naan bread and your favorite chutney for a savory meal for weeknights or a special occasion.']
Grocery,Item#088WCD - Happy 88th Birthday Party Red Cake Topper & Rainbow Candle Stand Elegant Cake Decoration Topper Kit,"['Specially crafted cupcake decoration topper picks. Use on cupcakes, deserts, cakes, cake slices, fruits and more. Food Safe. Measures 1.9inches wide.']"
Grocery,"Great American Cookies - 12 Fresh Baked M&M’s®Cookies - Baked Daily, Hand Scooped and Never Frozen - Great for birthday, graduation, parties, or special events",[]
Grocery,"Copper Moon Donut Cafe Ground Coffee, Vanilla Creme Medium Roast, 16-Ounce Bag","['Remember the good old days of the classic American donut shop, where fresh brewed coffee was a staple. Now you can offer ths same great taste with our full-bodied all-American classic. Donut Café Vanilla Crème Medium Roast is a rich and bold all-American flavored coffee. Arabica beans are blended with the sweet taste of vanilla crème.']"
Grocery,"BEARITOS Refried Beans, Organic Vegetarian, Traditional, 16-Ounce Cans (Pack of 12)",['Certified Organic by Quality Assurance International (QAI). Packed in lead free cans.']
Grocery,Love of Candy Bulk Candy - Assorted Pastel Mint Chocolate Lentils - 1lb Bag,"['Love of Candy is proud to present our gourmet, dark chocolate mint lentils. We have taken our finest blend of non-dairy dark chocolate, infused it with mint flavor, coated it in a crispy sugar shell and dipped them in vibrant colors to provide you with the highest quality chocolate lentils available for bulk purchase on Amazon. These button shaped chocolate treats are available by the pound in 1-10 lb bags.  Within each bag of our mint chocolate lentils you will receive an abundance of these bright and colorful chocolate tokens. Each piece is meticulously crafted to ensure consistent color quality throughout and to ensure a delightfully crunchy mint chocolate experience. The delicious mint flavor compliments the dark chocolate perfectly and the crispy sugar coating adds a satisfying crunch to the soft chocolate that will melt in your mouth. We guarantee that you will love eating these as much as you will love looking at them.  Along with their dazzling appearance and exquisite taste, their dark chocolate ingredients also provide health benefits. Dark chocolate, which is derived from the seed of the cocoa tree is rich in Iron, Magnesium, Copper, Manganese, Potassium, Phosphorus, Zinc & Selenium. Cacao has also been proven to be a powerful antioxidant and can improve blood flow, lower blood pressure, protect your skin against the sun and improve brain function.  Love of Candy understands that its customers seek great tasting, fresh and presentable candy gifts and strives to shatter any expectations. Our collection of high quality bulk candy has been sourced from the most esteemed candy crafters from around the world and we have the utmost confidence that you will love our products as much as we do. Sold with a 30-day, full-money-back warranty, this item can be returned with no questions asked and with absolutely no hassles. Click the “Add-to-Cart” button and buy it now!']"
,Chilli Sauce Sweetened,"['Pantai Norasingh Brand Sweetened Chili Sauce For Spring Roll in 13.2oz (375ml) Bottle. Tuong Ot Dac Biet Cho Cha Gio. Authentic Thai Spring Roll Dipping Sauce. Also good for dipping Fried Shrimp, Fried Chicken and Fish Cake. Product of Thailand. Halal Certified and#1581and#1604and#1575and#1604 .']"
Amazon Home,Brussel's Japanese Five Needle Pine Bonsai - Large - (Outdoor),"['The Japanese White Pine – Pinus parviflora – prefers to be outdoors and create a striking landscape element wherever it is used. It often has a dense, conical form when young developing into a 25 to 50 ft. tall, graceful, irregularly shaped tree with a broad, flattened canopy. The 1 to 2.5 inch long needles are stiff and twisted, forming blue/green tufts or foliage at branch tips and creating an overall fine texture to the tree’s silhouette. The brownish-red cones are 1 to 4 inches long and persist on the tree for 6 to 7 years. The needles grow in groups of five, so this tree is also known as “five-needle pine,” especially the cultivar P. pentaphylla.', 'Each live plant is shipped with the Phytosanitary Certificate as required by the USDA.']"
Grocery,Vero Mexican Tamarindo Candy Rellerindos New Chamoy Sandia Flavor - 65 Pieces Count Limited edition Tamarindo Shaped Flavored spicy intense tasty mexican hard caramel candy snacks [Misc.],[]
Grocery,"Gross & Co Chocolate Squares, Dark & Raspberry Filled, 3.5 Ounces","['Delectably luscious raspberry filling made with real fruit surrounded by dark chocolate. Dark Chocolate’s rich, legendary signature taste is created by a precise blend of deep-roasted cocoa beans and hand-selected ingredients. It’s a supreme temptation!', 'SATISFY YOUR SNACKING CRAVINGS: This popular chocolate features a 3.5 ounce bag of Dark Chocolate and Raspberry Squares. It’s the perfect choice for crowd pleasing chocolate.', 'These delightful chocolate bags are the perfect combination of delectably luscious raspberry filling made with real fruit surrounded by intense dark chocolate.', 'You would be completely happy with our Dark and Raspberry filling bag.']"
Grocery,"Loacker Quadratini Lemon bite-size Wafer Cookies| LARGE Pack of 6 | Crispy Wafers with 4 creamy layers of finest Lemon cream filling | great for snacks & desserts | Non GMO | No artificial flavorings, colors or preservatives | 8.82 oz per bag","['Tempting when you see them and irresistible when you taste them, Quadratini wafer cookies capture the quintessence of Loacker’s passion for goodness in a single bite. Just taste one and you’ll find 5 thin, crispy wafers and 4 layers of delicious cream all in just a few inches. But there’s more to Quadratini than this. You’ll find a large assortment of flavors that are perfect for just about anyone. And, what’s more, Loacker Quadratini come in a convenient resealable bag that keeps them fresh, so you can have one where and when you like']"
Grocery,Wubao Tea Men's Tea Husband Tea Men's Kidney Tea Supplement Root Eight Treasure Five Tea 500g (25g/bag total 20 bags) 五宝茶 男人茶 老公茶男人生肾茶补养根八宝五宝茶500g（25克/袋共20袋）,[]
Grocery,"Taylors of Harrogate Sweet Rhubarb Infusion, 20 Teabags","['Vibrant, refreshing and sweet – this glorious infusion is jammed full of the flavor of tangy rhubarb. We intensify that iconic taste, adding apple to amplify the sweetness and hibiscus to boost the tartness, creating a bright, zingy fruit explosion.']"
AMAZON FASHION,"Masbird Sandals for Women Casual Summer,Womens 2021 Comfy Sandal Shoes Platform Summer Cute Beach Slipper Flip Flops","['Welcome to ""hengfeny""', 'Standard Shipping usually takes 10-18 days to be delivered . Expedited Shipping usually takes 3-7 days and fulfilled by FedEx or DHL.', 'If There Have Anything We Can Do For You, Please Do Not Hesitate To Contact Us, We Will Service You At All Time and Reply In 24 Hours. Please Feel Free To Comment On Us.', 'Size Chart:', 'Note:\xa0We try best to show the correct colors to you, but please kindly accept some slight color difference caused by different monitors and lights.', '❤️ Size Question: ❤️', ""Q：I normally wear size Medium and i've a little worry about the szie, which size should i order?"", 'A：we are Asian Size,run smaller than US size,so i will suggest you choose one size or two size larger than you usual size , it will be more relax and comfortable.', '✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈✈', '<', ""sandals for women wide width sandals for women with heels white sandals for women wedge sandals for women wide width shoes for women flats comfortable womens sandals wedge sandals for women size 7 beach sandals for women womens summer shoes bunion sandals for women bunion sandals summer shoes for women 2020 women's summer sandals white sandals 2020 summer sandals women platform sandals sandals for women sandals for women with arch support gladiator sandals for women sandals womens summer 2020 ladies sandals platform sandals heeled sandals womens summer sandals platform shoes for women lady shoes white platform sandals shoe for women summer comfortable sandals for women platform sandals for women comfy platform sandals\xa0 2020 wedge sandal shoe american flag summer beach travel shoes slipper flip flop women's fashion sandals 2020 wide width sandals for women summer sandals for women""]"
Grocery,"Paleo Seasoning, Healthy Spices for the Low FODMAP Diet (Thai Curry Seasoning) - No Onion No Garlic, Gluten-Free, Whole 30, All Natural, Non GMO, Non Irradiated - Casa de Sante (1.25 oz)",[]
Grocery,Cloves | Aromatic and Sweet Spice | Rice Pudding | Perfect for Sweet and Salty Dishes 4 oz.,[]
Grocery,"Laurel Hill Tortilla Chips Multigrain, 6.5-Ounce Bags (Pack of 12)","['This is our original chip we created and it has been our goal to improve our Laurel Hill Multigrain Tortilla Chips and make them even better. So we did! We added healthy chia seeds and corn bran (which give you more than 10% of your RDA of dietary fiber per serving-bonus!) to our special Multigrain combo. This added a nuttiness and richnes to the chip that you will taste! We blend a hearty multi grain mix of brown rice, quinoa, chia, sesame and flax seeds with our premium stone ground yellow corn and then cook the chips until they are lightly crisp and crunchy. This is our ""go to"" chip and an ""addictive"" crowd pleaser.']"
Grocery,Jordan Almonds- ASSORTED 1 pound bag,[]
Grocery,Durian Flavoring Essence,[]
Grocery,"Dole Fridge Pack Mixed Fruit in 100% Fruit Juice, Gluten Free Healthy Snack, 15 Oz","['Always in season and full of sunshine, DOLE Fridge Pack Mixed Fruit in Juice are the delicious way to brighten every day. They’re gluten-free, Rich in Vitamin C, Non-GMO, and the clear packaging is BPA-Free.']"
Grocery,"Nescafe Dolce Gusto for Nescafe Dolce Gusto Brewers, Espresso Intenso, 16 Count","[""If you love an after dinner Espresso, you?ll love Espresso Intenso. Thanks to Nescaf?'s maximum 15-bar pump pressure, Intenso is high on aroma and flavours, with a velvety crema layer that will add flavour and life to any after dinner conversation.""]"
Grocery,"Nature's Path Organic Love Crunch Premium Granola, Aloha Blend, 11.5 Ounce (Pack of 6)","['Product Description', ""It's a tropical vacation in your bowl! Toasted coconut, juicy pineapple, white chocolate chunks and the crunch of wholesome organic granola. Imagine a crunchy pina colada for breakfast! Little umbrellas anyone? For every bag you buy, we'll donate the equivalent in cash and food to the food bank up to $1 million a year! That's what the Bite4Bite model's all about."", 'Amazon.com', 'Love Crunch – Aloha Blend', 'A tropical vacation in your bowl with toasted coconut, dried pineapple, white chocolate chunks, and wholesome organic granola.', 'A unique marriage of taste & health.', 'Have a love for dark chocolate chunks and tangy berries? How about a thing for premium granola that’s also packed with whole grains, ALA omega-3s and 0 grams trans fat? Well, then, this’ll be love at first bite.', '$1 million of food bank love.', 'Arjan & Rimjhim (part of our ‘Founding Family’) were inspired to create the original Love Crunch in preparation for their wedding, and everyone loved it, so we decided to share it (and three new flavors) with the world. And when they asked people to give back to their communities in lieu of wedding presents, we as a company were inspired to give back, too. So for every bag of Love Crunch you buy, we’ll donate an equal amount to food banks in food or cash, up to $1 million.', 'Certified Organic & Non-GMO.', 'Unlike “natural” label claims, certified organic products are guaranteed to be grown without chemical herbicides or pesticides, or synthetic preservatives and additives. And the Non-GMO project verification seal assures you that the food you’re buying is made in a kitchen – not in a lab.', 'Love our organic granola? Why not try our other varieties too!Submit your review or tell a friend or two!? Thanks!']"
